Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
ORF9b-A549-Nt	Q8N3D4	EHBP1L1	6	6	6.00	1	6|3|0	0.00	0.00	0.00	0.00	0.00	-7.67	1.33	0.23
ORF9b-A549-Nt	Q9H6U6	BCAS3	14	14	14.00	1	16|19|0	0.00	0.00	0.00	0.00	0.00	-42.11	0.80	0.48
ORF9b-A549-Nt	Q9NUQ6	SPATS2L	4	4	4.00	1	0|2|0	0.76	0.76	0.75	0.75	0.76	1.12	4.00	0.01
ORF9b-A549-Nt	Q92628	KIAA0232	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.87	50.00	0.00
ORF9b-A549-Nt	Q96BD5	PHF21A	3	3	3.00	1	4|5|0	0.00	0.00	0.00	0.00	0.00	-12.11	0.67	0.54
ORF9b-A549-Nt	Q01804	OTUD4	7	7	7.00	1	2|0|0	0.96	0.96	0.96	0.96	0.96	3.14	7.00	0.01
ORF9b-A549-Nt	Q7Z3T8	ZFYVE16	51	51	51.00	1	49|45|0	0.00	0.00	0.00	0.00	0.00	-92.20	1.09	0.52
ORF9b-A549-Nt	Q9P2D6	FAM135A	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.59	20.00	0.00
ORF9b-A549-Nt	Q9BQG0	MYBBP1A	10	10	10.00	1	4|3|0	0.73	0.73	0.74	0.74	0.74	1.03	2.86	0.01
ORF9b-A549-Nt	Q96DT7	ZBTB10	3	3	3.00	1	4|2|0	0.00	0.00	0.00	0.00	0.00	-6.72	1.00	0.21
ORF9b-A549-Nt	Q8N3V7	SYNPO	19	19	19.00	1	26|20|0	0.00	0.00	0.00	0.00	0.00	-54.21	0.83	0.50
ORF9b-A549-Nt	E9PAV3	NACA	6	6	6.00	1	3|7|0	0.00	0.00	0.00	0.00	0.00	-9.29	1.20	0.27
ORF9b-A549-Nt	P42892	ECE1	13	13	13.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	21.37	130.00	0.00
ORF9b-A549-Nt	Q9NVI1	FANCI	16	16	16.00	1	19|12|0	0.00	0.00	0.00	0.00	0.00	-31.78	1.03	0.45
ORF9b-A549-Nt	P30260	CDC27	7	7	7.00	1	5|5|0	0.00	0.00	0.00	0.00	0.00	-7.97	1.40	0.24
ORF9b-A549-Nt	Q53F19	NCBP3	8	8	8.00	1	6|7|0	0.00	0.00	0.00	0.00	0.00	-11.82	1.23	0.31
ORF9b-A549-Nt	Q08495	DMTN	8	8	8.00	1	3|10|0	0.00	0.00	0.00	0.00	0.00	-11.24	1.23	0.30
ORF9b-A549-Nt	Q9NWZ3	IRAK4	3	3	3.00	1	3|6|0	0.00	0.00	0.00	0.00	0.00	-12.12	0.67	0.54
ORF9b-A549-Nt	Q9H2U1	DHX36	7	7	7.00	1	12|11|0	0.00	0.00	0.00	0.00	0.00	-31.61	0.61	0.54
ORF9b-A549-Nt	Q9UEY8	ADD3	4	4	4.00	1	3|5|0	0.00	0.00	0.00	0.00	0.00	-8.78	1.00	0.25
ORF9b-A549-Nt	P31327	CPS1	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.60	20.00	0.00
ORF9b-A549-Nt	P46020	PHKA1	6	6	6.00	1	10|8|0	0.00	0.00	0.00	0.00	0.00	-23.85	0.67	0.54
ORF9b-A549-Nt	Q9Y5Q8	GTF3C5	4	4	4.00	1	3|7|0	0.00	0.00	0.00	0.00	0.00	-12.17	0.80	0.31
ORF9b-A549-Nt	Q5MIZ7	PPP4R3B	8	8	8.00	1	6|6|0	0.00	0.00	0.00	0.00	0.00	-10.07	1.33	0.28
